ID,Age,Gender,Education,Major,Income,Occupation
1.70595E+12,37,Male,Master's degree,Business,264997,Manager
1.70595E+12,30,Female,Bachelor's degree,prefer not to say,85000,prefer not to say
1.70595E+12,59,Female,High school diploma or equivalent,Computer Science,19000,Data Processing
1.70595E+12,73,Male,High school diploma or equivalent,Business Admin,45000,Healthcare
1.70595E+12,39,Female,Bachelor's degree,Communications,75000,retail management
1.70595E+12,65,Female,High school diploma or equivalent,"English/Journalism major, secondary Graphic Arts and Business",62999,Graphic Designer
1.70595E+12,33,Male,High school diploma or equivalent,General Education,10000,Unemployed Looking for work
1.70595E+12,67,Male,High school diploma or equivalent,NA,79000,retired
1.70595E+12,34,Male,Bachelor's degree,Biology,45997,IT
1.70595E+12,49,Male,High school diploma or equivalent,NA,44000,currently unemployed
1.70595E+12,27,Male,Bachelor's degree,aG ECON,145000,Lead analysr
1.70595E+12,30,Female,High school diploma or equivalent,NA,20000,Office Manager
1.70595E+12,36,Male,High school diploma or equivalent,N/A,137496,Currency Analyst
1.70595E+12,38,Male,Bachelor's degree,Mathematics,131000,Analyst
1.70595E+12,52,Male,Master's degree,Psychology,90000,Web Developer
1.70595E+12,35,Female,Master's degree,Sociology B.S. Elementary Education MAT,55000,Scoring Supervisor 
1.70595E+12,36,Male,Bachelor's degree,English,15000,content creator
1.70595E+12,58,Male,High school diploma or equivalent,Pharmacy Technician,55000,Retired
1.70595E+12,56,Male,High school diploma or equivalent,art,69999,healthcare billing supervisor
1.70595E+12,48,Female,Non-university diploma/certificate,Education,29000,Media Clerk
1.70595E+12,34,Female,High school diploma or equivalent,english,98000,Teacher's Aide
1.70595E+12,21,Prefer not to say,High school diploma or equivalent,NA,29997,freelance worker
1.70595E+12,33,Female,Bachelor's degree,applied psychology,40000,marketing
1.70595E+12,34,nonbinary,High school diploma or equivalent,N/A,30000,Disabled
1.70595E+12,47,Prefer not to say,Bachelor's degree,Linguistics,70000,Self-employed
1.70595E+12,35,Male,High school diploma or equivalent,n/a,45000,warehouse manager
1.70595E+12,46,Female,Master's degree,spanish,140000,team manager
1.70595E+12,53,Female,High school diploma or equivalent,NA,15000,supervisor manufacturing
1.70595E+12,27,Male,Bachelor's degree,Political Science,45999,Legal
1.70595E+12,36,Male,Bachelor's degree,comp sci,59000,IT
1.70595E+12,50,Female,Non-university diploma/certificate,Computer Science,74996,Manager
1.70595E+12,31,Female,Bachelor's degree,Psychology ,49000,Unemployed 
1.70595E+12,52,Male,Doctorate,Law,12000,Editor
1.70595E+12,54,Male,Bachelor's degree,Chemistry,79000,Education
1.70595E+12,36,Female,Non-university diploma/certificate,Polysomnographic Technology (Sleep Technician),55999,Sleep Tech
1.70595E+12,56,Male,Bachelor's degree,physics,58,teacher
1.70595E+12,46,Female,Bachelor's degree,Communications,64999,Designer/ Student
1.70595E+12,36,Prefer not to say,Bachelor's degree,English,40000,Office worker
1.70595E+12,32,Male,Non-university diploma/certificate,Information Technology,20000,Web researcher
1.70595E+12,34,Male,High school diploma or equivalent,N/A,45000,Warehousing
1.70595E+12,69,Female,Doctorate,"Psychology, Law",144992,"retired, survey-taker"
1.70595E+12,40,Female,Master's degree,Business Administration and Accounting BAs and Social Work Master's,65000,Public Accountant
1.70595E+12,44,Male,Bachelor's degree,speech,32000,library
1.70595E+12,42,Male,Bachelor's degree,Mechanical Engineering,180000,Mechanical Engineer
1.70595E+12,51,Female,Bachelor's degree,Humanities,70000,freelancer
1.70595E+12,40,Female,High school diploma or equivalent,Liberal Arts,43999,relay operator
1.70595E+12,38,Female,Non-university diploma/certificate,I have an associates degree in computer networking.,99999,homemaker
1.70595E+12,37,Male,High school diploma or equivalent,n/a,55000,unemployed
1.70595E+12,29,Male,Master's degree,Psychology,56999,Psychologist
1.70595E+12,60,Male,Bachelor's degree,Dual major history and political science.,13000,Freelance writer/independent scholar
1.70595E+12,48,Male,Non-university diploma/certificate,Electronics,34000,Manufacturing - Press Operator
1.70595E+12,45,Female,Bachelor's degree,Business,99996,Data Associate
1.70595E+12,25,Male,Bachelor's degree,NA,110000,IT Manager
1.70595E+12,43,Female,Bachelor's degree,Economics,210000,Account representative
1.70595E+12,22,Female,Non-university diploma/certificate,Education Studies,150000,Student
1.70595E+12,61,NA,High school diploma or equivalent,N/A,21000,Housekeeper
1.70595E+12,36,Female,Non-university diploma/certificate,psychology,10000,photographer
1.70595E+12,33,Male,Bachelor's degree,Nursing,55000,nurse
1.70595E+12,76,Male,Master's degree,Computer Science,45000,Math & Physics Tutor
1.70595E+12,53,Male,Bachelor's degree,I graduated from New york university with a degree in psychology,50000,I am a real estate agent now in manhattan
1.70595E+12,30,Male,Bachelor's degree,accounting,200000,financial analyst
1.70595E+12,70,Male,High school diploma or equivalent,N/A,20000,Retired
1.70595E+12,59,Female,High school diploma or equivalent,Accounting,49000,bookkeeper
1.70595E+12,26,Male,High school diploma or equivalent,NA,35000,Retail Sales
1.70595E+12,47,Male,Bachelor's degree,NA,99999,Tutor
1.70595E+12,46,Female,High school diploma or equivalent,n/a,74997,homemaker
1.70595E+12,38,Female,Bachelor's degree,Criminal Justice Administration,85000,Environmental Technician/Driver
1.70595E+12,27,Male,Bachelor's degree,Information Technology,65000,Desktop Technician
1.70595E+12,48,Male,Doctorate,Biology,200000,Director
1.70595E+12,37,Male,Bachelor's degree,HR,80000,HR
1.70595E+12,40,Female,Bachelor's degree,architecture,50000,self employed
1.70595E+12,44,Male,Bachelor's degree,Communications,60000,Homemaker
1.70595E+12,38,Female,Bachelor's degree,Psychology,102000,Sales Manager
1.70595E+12,28,Female,Bachelor's degree,psychology,30000,freelance
1.70595E+12,31,Female,High school diploma or equivalent,N/A,30000,barista
1.70595E+12,35,Male,Non-university diploma/certificate,English,29998,warehouse
1.70595E+12,57,Female,Bachelor's degree,Business management with a minor in human resources,79000,disabled
1.70595E+12,73,Female,Non-university diploma/certificate,Nursing,25000,Retires
1.70595E+12,53,Female,Non-university diploma/certificate,I didn't Major in anything,39000,Chart Retrieval
1.70595E+12,38,Female,Master's degree,International relations,25000,Freelancer
1.70595E+12,59,Female,Bachelor's degree,Marketing,139000,HR Project Manager
1.70595E+12,68,Male,High school diploma or equivalent,English,16000,Retired
1.70595E+12,40,Male,High school diploma or equivalent,music education but I ended up joining the trades,224995,life safety consultant/sales
1.70595E+12,55,Male,Bachelor's degree,Holistic Health,100000,Programmer
1.70595E+12,58,Female,Master's degree,communication sciences,110000,Senior Admin
1.70595E+12,34,Female,Non-university diploma/certificate,Practical Nursing,20000,Homemaker
1.70595E+12,36,Female,High school diploma or equivalent,N/a,20999,Transportation
1.70595E+12,35,Female,High school diploma or equivalent,n/a,39000,mturker
1.70595E+12,36,Female,Bachelor's degree,Management,129000,Senior Manager of BD & Marketing 
1.70595E+12,46,Female,Master's degree,English Literature,100000,Assistant Barn Manager
1.70595E+12,35,Female,High school diploma or equivalent,NA,29000,Hotel front desk
1.70595E+12,39,Female,Bachelor's degree,business administration,60000,mail carrier
1.70595E+12,62,Female,Master's degree,Law,15999,Administrator
1.70595E+12,34,Male,Non-university diploma/certificate,Psychology,60000,NA
1.70595E+12,34,Male,Bachelor's degree,business,50000,analyst
1.70595E+12,38,Female,High school diploma or equivalent,business,92000,freelance
1.70595E+12,46,Male,Master's degree,Accounting,146000,Analyst
1.70595E+12,34,Male,High school diploma or equivalent,N/a,43999,unemployed
1.70595E+12,37,Male,Bachelor's degree,Business Administration,72000,Supervisor
1.70595E+12,NA,Female,Non-university diploma/certificate,Science,72000,Analyst
1.70595E+12,32,Female,High school diploma or equivalent,n/a,90000,production operator
1.70595E+12,34,Female,Bachelor's degree,Psychology,75000,Sales Associate
1.70595E+12,33,Male,Bachelor's degree,Software Engineering,5500,Information Technology (IT)
1.70595E+12,34,Female,Bachelor's degree,Accounds,70000,Manager
1.70595E+12,32,Female,Doctorate,nursing,89000,nurse
1.70595E+12,34,Female,Bachelor's degree,Business,59998,sales
1.70595E+12,47,Female,Bachelor's degree,English,34984,Courier
1.70595E+12,44,Male,Bachelor's degree,business,159000,sales
1.70595E+12,29,Male,Bachelor's degree,accounting,40000,office assistant
1.70595E+12,24,Male,Bachelor's degree,Accounting,75000,Accountant
1.70595E+12,47,Male,Bachelor's degree,Business Administration,46998,Senior Accountant
1.70595E+12,41,Male,Bachelor's degree,Manufacturing,45000,Manufacturing
1.70595E+12,30,Female,Bachelor's degree,STEM,64999,researcher 
1.70595E+12,54,Female,High school diploma or equivalent,NA,NA,NA
1.70595E+12,44,Female,Bachelor's degree,NA,NA,NA
1.70595E+12,38,Female,Bachelor's degree,Social Sciences,148999,Homemaker
1.70595E+12,53,Male,Master's degree,Economics,195000,Manager
1.70595E+12,41,Female,Bachelor's degree,Education,60000,program manager
1.70595E+12,39,Male,High school diploma or equivalent,NA,31000,Production Inspector (agriculture)
1.70595E+12,41,Female,Bachelor's degree,Accounting,65000,sales
1.70595E+12,44,Female,Master's degree,Chemistry,100000,Chemist
1.70595E+12,23,Female,High school diploma or equivalent,Biology,79999,babysitter
1.70595E+12,42,Female,Bachelor's degree,accounting,58999,accountant
1.70595E+12,42,Male,Bachelor's degree,"Business, finance and accounting.",52000,Warehouse Manager
1.70595E+12,39,Male,Non-university diploma/certificate,Marketing,78000,Coder
1.70595E+12,52,Male,Bachelor's degree,Computer Science,84500,Courier/ Hotshot Driver
1.70595E+12,39,Male,Bachelor's degree,Finance,98000,Social Media Manager
1.70595E+12,29,Female,High school diploma or equivalent,n.a,36000,customer service associate
1.70595E+12,33,Female,Bachelor's degree,Management,199000,Manager
1.70595E+12,65,Female,High school diploma or equivalent,none,590000,Author
1.70595E+12,60,Male,Non-university diploma/certificate,Baking Production and Management Technology,7999,freelance independent contractor (gig-worker)
1.70595E+12,56,Male,Non-university diploma/certificate,Computer Electronics Technology,81346,Community Services/Support Staff
1.70595E+12,57,Male,Bachelor's degree,Philosophy,300000,Banking (Venture Capital)
1.70595E+12,70,Female,Bachelor's degree,Psychology,40000,Marketing
1.70595E+12,32,Male,Bachelor's degree,Cybersecurity in Information Technology,47999,Cybersecurity Analyst
1.70595E+12,44,Female,Master's degree,Business administration,150000,business consultant
1.70595E+12,38,Male,Bachelor's degree,NA,NA,NA
1.70595E+12,38,Female,High school diploma or equivalent,NA,12000,sales associate
1.70595E+12,30,Nonbinary,High school diploma or equivalent,NA,3000,Disabled
1.70595E+12,42,Male,Non-university diploma/certificate,Web programming,15000,Data entry specialist
1.70595E+12,NA,NA,Bachelor's degree,Accounting,89000,Consultant
1.70595E+12,35,Male,Bachelor's degree,Business Admin,110000,Broker
1.70595E+12,31,Male,Doctorate,"Political Science, Global Studies, International Relations, Juris Doctor",92000,Lawyer
1.70595E+12,30,Female,Bachelor's degree,music,59500,performer 
1.70595E+12,42,Male,Master's degree,Art and accounting,150000,Shipping
1.70595E+12,41,Female,Bachelor's degree,Mass Communications,73000,Circulation Assistant
1.70595E+12,64,Female,High school diploma or equivalent,n/a,34999,Medical Transcriptionist
1.70595E+12,30,Male,Master's degree,"Psychology, German",85000,Speech pathologist
1.70595E+12,57,Male,Non-university diploma/certificate,business management,19999,front desk supervisor
1.70595E+12,73,Female,Non-university diploma/certificate,NA,70002,caregiver
1.70595E+12,70,Female,Bachelor's degree,Math,95000,Retired
1.70595E+12,36,Male,Non-university diploma/certificate,N/A,120000,Property management.
1.70595E+12,74,Male,Bachelor's degree,Management,25000,Retired
1.70595E+12,40,Female,High school diploma or equivalent,none,72000,farmer
1.70595E+12,40,Female,Bachelor's degree,Liberal Studies,48996,Teacher
1.70595E+12,27,Male,Bachelor's degree,IT,64000,Support Associate
1.70595E+12,72,Female,Bachelor's degree,literature,32998,tutor
1.70595E+12,29,Male,Bachelor's degree,Music,15000,Freelancer
1.70595E+12,37,Male,Bachelor's degree,psychology,NA,eCommerce
1.70595E+12,35,Male,High school diploma or equivalent,NA,3500,self-employed
1.70595E+12,61,Female,High school diploma or equivalent,NA,NA,NA
